username,game_company,country,score,age,sex
Ao4goFTl,TiMi,US,72,32,1
IE3yXVQo,GY,US,98,38,0
XOoMc52H,Tencent,KR,90,39,1
EbUdKhsp,Tencent,US,40,18,0
OydNh9jj,GY,CN,54,17,1
JHmHdyFo,Tencent,KR,71,24,0
UWbFeiVr,GY,US,67,35,0
kOiWw2tl,TiMi,CN,27,36,0
dOeH9yjq,GY,UK,34,34,1
7EKN9aKZ,GY,KR,1,45,1
1bRV8pMS,TiMi,KR,96,36,0
FRODrDX2,GY,UK,93,49,1
Y4EhlucE,NEXON,KR,20,20,0
9A0uVDWl,NETS,UK,26,36,1
bVt7spde,GY,US,23,24,1
u2yMltFt,GY,US,32,30,0
H6j5csGD,TiMi,UK,80,31,0
KpxFRkgg,TiMi,KR,60,33,1
Um5o1dW8,NETS,KR,50,20,0
5ef4rCsh,TiMi,US,72,16,1
XWQihZFl,GY,KR,20,44,0
8AjzwydM,NEXON,KR,57,15,1
Wg0OeKme,GY,KR,35,10,1
mJJwyQar,GY,CN,70,10,1
6WRypJlA,NETS,UK,53,34,0
ZJ0IUqsO,NEXON,KR,16,39,0
NNcn8n52,TiMi,US,22,26,0
wum24e4R,TiMi,US,49,49,1
RalZyR4n,TiMi,US,48,20,0
5tNkwD2n,NETS,US,50,12,1
3ta98I8O,TiMi,CN,21,12,0
zW1VVkWf,NETS,KR,27,45,0
LrjiPVav,NETS,UK,73,35,1
g64kwutU,NEXON,CN,21,29,0
I0YeY10z,NEXON,CN,80,49,1
D0umpfwt,TiMi,KR,29,45,1
8yvByqOP,NEXON,KR,89,19,0
MDrx4Wur,TiMi,KR,74,34,0
6eGIThHR,TiMi,UK,25,10,1
xNax9fBR,TiMi,KR,59,18,1
2vseBPQA,Tencent,KR,99,48,1
cV9PwNKw,NEXON,UK,44,10,0
vgKa0kIT,NETS,US,76,10,1
7EURsi4h,GY,US,70,22,1
SlMmkzbc,Tencent,US,36,31,1
MAngGSKw,TiMi,CN,47,50,0
VtIq08vp,Tencent,US,10,35,0
MwjriaCu,NETS,US,91,49,0
MKk68wz3,GY,CN,4,47,1
xcyuZfv1,NEXON,KR,50,32,1
6hWXva7T,NEXON,UK,15,19,1
WPbs6fC6,TiMi,UK,52,29,0
aSpZ8XYS,Tencent,KR,52,31,0
6d7Mt7X0,Tencent,UK,66,38,1
I2ofKPvc,NEXON,CN,94,22,1
5twJIxmE,Tencent,US,93,13,1
sRWVVHBU,NETS,US,2,44,1
mw9vAkCT,TiMi,UK,5,35,1
OSXgqEqa,NEXON,KR,87,32,0
G4diHPEI,NEXON,UK,58,48,0
mQv90DLY,GY,UK,42,22,0
V1cWgQKh,GY,UK,18,15,0
uSDm4vub,TiMi,UK,3,13,0
nvSsdhjC,GY,US,70,32,1
hsbnyrQG,Tencent,US,15,45,1
AOwxAZor,TiMi,UK,30,19,0
3m2Z4V3E,NEXON,KR,29,35,1
1KMaXOa5,TiMi,UK,95,32,0
5WtJ2OvB,NETS,CN,21,18,1
fcUfBHQK,TiMi,CN,67,18,1
1jIcfAye,TiMi,UK,52,36,1
NKGaf2cV,NEXON,UK,18,15,1
HSv1xdyz,NETS,US,5,45,0
AoHdwJMP,TiMi,UK,28,35,0
x3g2ozBn,GY,US,5,39,0
oIU2JMnk,GY,KR,56,15,0
NQnWMYeC,GY,KR,65,12,1
eAgBd1hm,NEXON,KR,69,17,1
YGi9Xm1y,GY,US,57,22,0
e5GYHzP3,Tencent,CN,93,31,0
JNVNCLmT,NEXON,US,59,39,0
xRIABePK,NETS,US,81,40,0
ueqAOeOv,GY,CN,59,24,1
c6sjAJgY,Tencent,KR,41,29,0
Hs5RQMIO,Tencent,UK,22,14,0
oBRHuEBV,GY,US,38,15,1
QXzdvgwB,NETS,CN,31,31,1
sO4LMSVC,TiMi,UK,96,37,1
79kFWJvR,Tencent,UK,7,43,1
9ZDVq6kD,NEXON,KR,34,38,1
eVn0nyOx,Tencent,US,7,14,0
hNaSRcCI,Tencent,KR,82,40,0
IFD3YJhd,NETS,CN,23,47,1
t5UkoEn5,GY,CN,6,19,0
GPQOCLYd,NEXON,UK,18,13,0
UorL12MB,NEXON,US,83,36,0
d7UnSKA7,NETS,UK,2,43,0
QQhvIw6U,TiMi,US,94,39,0
mE1GdOlQ,Tencent,US,69,39,0
uSo5zLvE,NEXON,US,83,21,1
Q3JSxgdI,NETS,UK,85,29,1
Qmm7GPC8,NEXON,KR,75,17,1
rHRw7Cdh,NEXON,KR,73,30,0
ZBfzO2rO,NEXON,UK,58,41,1
63EwqXSR,Tencent,KR,15,10,1
Z2lsaqq3,Tencent,CN,28,25,0
PqJCT1Ag,GY,US,63,47,0
GuXA3GGg,GY,US,16,32,0
9KzUtYbD,GY,CN,55,34,0
wY7tSXCq,NEXON,UK,11,12,1
X8pBSzlS,GY,CN,48,24,0
jHvRAi3b,GY,CN,19,27,0
GHEuCXER,NEXON,KR,92,14,1
hAJXE1wP,NETS,KR,32,32,0
ITH3H7bG,NETS,US,12,19,0
PTdthSHp,NEXON,KR,20,38,1
TFdDLbWa,TiMi,KR,89,25,1
D4J29Gmo,TiMi,CN,13,32,1
wj6NFbvm,NETS,KR,80,36,0
3YSXQsaJ,TiMi,KR,2,49,0
J6TLINPf,TiMi,UK,7,47,1
9mHZWwyX,NEXON,US,74,29,1
gTo0Y7RO,TiMi,CN,8,19,0
xOtQLH6X,NEXON,UK,46,26,1
7qudO1NV,NETS,UK,24,35,0
qjT50PE9,Tencent,US,35,37,0
f04ZdZBu,GY,US,9,24,0
3QEPgHgQ,Tencent,US,55,40,0
oJmfUbU6,NEXON,CN,18,25,0
9DVaM1uN,NETS,US,26,24,1
NjnuCcRq,GY,UK,68,46,0
do0OtaYe,Tencent,UK,62,46,1
f6Gsgkyy,GY,US,36,13,1
ZFkI2SIm,Tencent,KR,38,24,0
XiNto2gF,TiMi,UK,25,10,0
o9KtMS6c,GY,CN,78,23,0
sHQETUOL,NEXON,CN,79,22,0
EcyVJ7F2,TiMi,CN,56,10,0
81ML6O6f,GY,US,4,12,0
pGOE8z0Y,TiMi,UK,15,47,1
WDiMwdSX,NETS,US,69,38,0
Ofx21Ydf,NETS,UK,37,41,0
JvIrlKA7,Tencent,CN,9,16,1
EQCy7LXJ,NETS,KR,50,50,1
y769i9Au,NEXON,UK,81,38,1
e5FO7KQD,NETS,US,7,25,0
jK14URxJ,Tencent,CN,79,15,0
OciMuq8f,Tencent,US,25,29,0
zobYvRwt,NETS,UK,86,49,1
6kaFqCZQ,NETS,KR,53,31,1
bIyHN7Kk,Tencent,KR,11,47,0
7krHtvae,TiMi,KR,79,28,0
6r5ATDfX,NEXON,KR,50,25,0
Wr7gaSWm,NETS,UK,90,30,1
eDSwzPlF,GY,CN,39,15,0
B9jIueZ9,NEXON,US,33,29,0
nUTQtW3v,Tencent,US,52,45,0
cxpuQNsz,NEXON,KR,1,30,0
GEGPM5c6,TiMi,CN,79,20,0
bO1houdt,GY,US,14,33,1
xs9dzELY,TiMi,UK,61,16,0
PXctkZTH,NETS,UK,16,29,1
3QtQ42FF,TiMi,KR,94,31,0
8N7HBbEe,GY,CN,61,29,1
Je40CGWb,TiMi,UK,84,42,0
FtlP3TXw,NETS,US,54,32,1
OFye3tIC,NETS,KR,16,33,0
uld1OZLP,TiMi,KR,25,44,1
6sqWsbeN,GY,KR,94,28,1
VHDEgIJ7,Tencent,US,12,20,1
ugQmKL76,NEXON,US,94,28,1
EEhqR2dE,NEXON,KR,0,45,1
y3WXVTXL,NEXON,UK,67,37,1
eu0tmtKH,TiMi,KR,71,24,0
5Dqaxxiu,TiMi,US,15,10,1
aFT4rnV8,NETS,UK,85,32,0
ZMbGzL0R,NEXON,KR,30,39,1
MfTESkvy,TiMi,KR,23,34,0
EnVCJTwE,NEXON,KR,29,24,1
OPBQL7jf,NEXON,CN,52,14,1
QCNY56aJ,TiMi,UK,63,31,1
7gpYPGOH,Tencent,UK,100,30,1
SMv3FetH,NETS,KR,28,27,0
staSj0bx,GY,US,6,32,0
193cvSuu,Tencent,CN,87,10,1
xOtz8DhI,GY,CN,35,28,0
QBEXel3u,NEXON,KR,97,15,0
TDhOw1AO,GY,UK,18,49,1
xvPZNhFi,TiMi,CN,76,15,1
xAQzHcVJ,GY,UK,67,16,1
F0rvgTxB,TiMi,US,8,26,0
z14xOx0P,NETS,US,17,41,1
yYWp5hs2,Tencent,US,70,12,0
Gs9PEECg,NEXON,US,47,28,0
qtzIoMjC,TiMi,US,72,34,0
Lq0Fnu6s,GY,UK,71,34,0
ulAMIJVH,Tencent,KR,26,39,1
6yYKxjVp,GY,CN,85,14,0
dqzc0m34,GY,CN,11,47,1
J64Is0DX,NEXON,UK,6,44,0
m2y13cjx,NEXON,KR,6,19,0
fx6yiHAL,Tencent,US,50,14,0
d3I4NjOK,GY,US,13,29,1
sPEaO6ew,NETS,CN,70,25,1
uVgdQBOe,TiMi,CN,61,45,0
772XXXms,NETS,UK,21,45,1
bBVrS1Mh,Tencent,US,51,25,0
knY7uvXG,NETS,UK,85,50,0
AyEOYd1D,NETS,UK,56,40,1
NQ5Nemry,Tencent,US,58,27,1
LRtCaA7j,GY,CN,17,12,1
kJWuu4lt,TiMi,CN,4,31,1
xmwKDVcO,NEXON,CN,55,45,1
Vk3dNG5g,NETS,CN,83,18,1
JeMkbcW1,GY,UK,45,43,1
tI88tAcJ,Tencent,UK,23,42,1
Qje5zABR,GY,KR,67,21,1
NPSzEF8s,NEXON,KR,39,27,1
WZ1cSaQL,GY,KR,6,29,0
Oym82s9I,GY,CN,27,10,0
Dh9O5JMS,NETS,UK,36,44,1
8Ezrkaup,TiMi,US,39,10,1
dFg5YtUb,NETS,CN,15,43,1
WWU0EJLj,Tencent,CN,89,35,0
1gAtXPF9,GY,US,78,40,1
gvNfQOhR,TiMi,UK,40,39,0
Z0MdmEGj,NEXON,CN,92,16,0
2aY8d1p7,NEXON,US,78,43,1
gbUBrsN4,NEXON,CN,36,22,1
stq1PaFZ,NETS,UK,66,27,0
9qJPz5Cd,GY,UK,60,15,1
5HWJOfgm,NEXON,CN,95,16,0
2bZt1Zdf,NEXON,KR,53,40,1
bKgWpOLu,NEXON,KR,38,21,0
FfQ7qvVK,Tencent,US,65,24,0
WAeYxy82,Tencent,KR,62,15,0
8jztIakv,NEXON,UK,59,30,1
SmiV6IYk,GY,US,60,19,1
B6IDgion,NETS,US,83,13,0
fMrK64LB,Tencent,CN,22,35,1
FSnZExl9,GY,UK,84,27,1
O93saBWm,NETS,UK,61,16,0
ccRuM3Y7,Tencent,US,74,33,0
nC2oAMFc,NEXON,US,22,26,1
g3iaBrsZ,GY,KR,36,20,1
hJ7YnDyt,Tencent,UK,99,29,0
sTcWj78f,TiMi,UK,66,16,0
NNgxsh0R,TiMi,US,3,40,1
Y4WSDeYf,NETS,US,44,37,1
BMe0ight,Tencent,KR,40,21,0
Z8USc7T9,NEXON,US,91,24,0
sTRr1dfc,TiMi,US,12,12,0
n7ETxCfv,TiMi,KR,34,36,0
SPw0G6Vg,TiMi,CN,14,39,1
Cfr5un08,Tencent,US,41,22,0
xlpSDg9L,GY,US,47,15,0
73YiPL2m,GY,UK,25,40,1
MfjN1bgm,NETS,CN,62,41,1
tPyDRFZZ,TiMi,US,66,20,0
IwvklQA4,Tencent,CN,85,44,0
uo9iCF9P,NETS,KR,38,26,0
3rPDxiCA,GY,US,31,41,1
AfBU8eWw,GY,CN,19,29,0
tSLEINKK,Tencent,US,1,35,0
Q7x9KVGT,NETS,UK,68,37,1
T9liuL3X,GY,KR,6,34,1
5aRaPPP3,TiMi,KR,38,32,0
EiXepHI1,NEXON,CN,27,13,1
gh2jqsIY,GY,CN,83,45,1
cAdeziKQ,GY,CN,24,19,1
5Hzi0H7g,Tencent,US,74,22,1
DuIvwEqS,NETS,CN,73,25,0
OSqNOIhD,NETS,US,10,44,1
09GIMWv8,NEXON,CN,72,23,1
OIYlTxNX,Tencent,UK,58,38,0
qIECNclv,NETS,CN,94,41,1
s8ZWQLru,GY,KR,44,17,1
cjhAd0Qc,Tencent,CN,86,33,0
z8vnhSmr,TiMi,CN,92,12,1
mR003wAt,TiMi,CN,6,19,0
bo20BuzZ,GY,CN,12,28,0
ZDToACkt,GY,US,16,39,0
icVtotRq,NETS,UK,37,25,0
KyzDMq3n,NETS,CN,24,15,0
vCJVHU3N,Tencent,KR,39,15,0
vvdu2ZZT,Tencent,KR,82,43,0
Nkr05mig,TiMi,UK,80,44,0
WcNV8wf0,Tencent,KR,85,20,1
xCJ8b9qi,Tencent,CN,66,40,1
bLbXimpI,NEXON,UK,66,43,0
y80JqUpB,NETS,CN,10,31,0
uOBQdZ9S,GY,CN,87,50,1
Djyf5Ho2,NEXON,UK,1,27,0
Rs9RZqwY,NETS,US,26,48,1
tCzZIdkS,NEXON,CN,15,32,1
b5FHo6U4,NETS,CN,46,47,0
L8dZimu1,NEXON,UK,72,11,1
OaoQdq7m,NETS,KR,4,44,0
d5tVEzuS,NETS,CN,64,23,0
Wda8tDau,NETS,US,99,40,1
NwWZcH2x,GY,CN,35,20,0
IMy0wgvA,NETS,KR,84,34,1
FYkIK8IM,Tencent,KR,56,25,0
t5istVeX,Tencent,CN,1,31,0
V1DWZmo1,NETS,UK,70,45,0
yEIC3PWg,GY,KR,59,39,0
8kOp62y2,GY,KR,40,11,1
z4bKjkbK,Tencent,KR,40,35,0
jARXCe4o,TiMi,US,11,26,0
ML6gLrPz,GY,US,64,50,1
jXbSuqhn,Tencent,CN,91,44,0
d78UxboZ,Tencent,KR,66,14,1
MNys28RJ,TiMi,CN,65,13,0
Mx4jdCIn,NETS,CN,9,39,1
e607bA7O,NETS,UK,79,15,1
R9l34PUt,NEXON,US,94,44,0
hNm6GA76,NETS,KR,11,11,1
uY3enPMc,GY,CN,88,13,1
jhq64eav,GY,CN,85,22,0
zJuUGcem,Tencent,US,21,48,1
S73B4rgF,Tencent,UK,24,24,0
LgEWb1Zg,NEXON,US,85,21,1
pCYr02zU,GY,CN,6,17,0
dQk9C5DC,TiMi,KR,12,35,0
OJv2HmBE,NEXON,UK,46,37,0
LcIwHIxz,GY,KR,4,12,0
SnIB6Kua,NEXON,CN,88,10,1
MIvMVA7t,Tencent,KR,97,14,0
moUQYz5f,TiMi,CN,91,40,0
HOewRbaG,NEXON,CN,29,20,1
eexYspHa,NEXON,CN,62,46,0
l8d4wM9a,NEXON,CN,96,43,0
9oTU3rz7,NEXON,US,42,31,0
hcPU8Hx2,TiMi,KR,47,30,0
xpEOKir7,TiMi,US,11,18,1
wQ9F2I6F,Tencent,CN,57,28,0
8ZqujbTb,TiMi,CN,8,29,0
TMHAzzTf,TiMi,KR,60,24,0
n6trGmyV,NETS,KR,79,35,0
nnympmUW,TiMi,KR,42,37,1
OIsXJxbx,Tencent,CN,85,24,0
Qhw1m4VV,TiMi,UK,82,28,1
1C5JdNfq,GY,KR,72,32,1
ib8Y9LLb,TiMi,UK,93,27,0
nG5Dsogv,NETS,US,80,32,1
nBBZLgeP,Tencent,KR,43,33,0
K6FxAgEV,NEXON,US,97,21,1
9YvVQWUg,TiMi,UK,2,45,1
WuqRvXhp,TiMi,KR,63,33,1
9OchbsMe,TiMi,US,0,19,1
9AtNMYMl,Tencent,KR,82,17,0
cbFysZIi,NETS,KR,15,42,1
K4klP6qM,NEXON,KR,56,22,1
AuyDWwNF,GY,UK,48,47,0
S23iBwdD,NETS,US,35,14,0
v6kXsDrh,NETS,US,86,16,0
JbPEdcCH,TiMi,US,22,18,1
pVisbaTh,NETS,KR,73,28,0
IP9jDoVv,NETS,CN,5,18,0
XqxvW4ii,TiMi,UK,71,30,1
hBIdasHX,NETS,CN,97,25,0
ks7YJvn3,NEXON,US,44,29,1
W5Ba98nP,Tencent,KR,5,37,1
lzr3nktd,NETS,KR,73,19,0
YKmOrltT,NEXON,CN,48,43,1
NwZwjkCh,GY,CN,35,44,1
wpjrX6dH,NEXON,KR,86,20,0
K4OBe2Ri,NETS,US,52,38,0
xsfNeGqG,NEXON,UK,26,18,1
N8QGiZ0i,NETS,KR,29,13,1
dUqHNLv6,NEXON,US,31,21,1
z6vL66mJ,NETS,KR,88,12,1
tPjioXFw,TiMi,CN,45,39,1
406a3jmM,GY,KR,4,36,0
NMrT0DFE,NETS,CN,54,30,1
PRHotn7h,TiMi,UK,74,11,1
TUJqdYWd,Tencent,US,52,21,0
ITpXVKD2,NETS,US,91,29,1
nOcwfgGL,TiMi,US,44,32,1
yEWjtRcP,GY,UK,11,34,1
z9Hmju8z,NEXON,CN,91,29,0
zdCVgw9f,NEXON,CN,54,20,0
25fvqgkF,NETS,KR,28,33,0
G5DOTkgX,Tencent,US,4,47,0
Mw6PCX2H,NETS,US,71,30,1
oKW7Iljl,NETS,KR,37,32,1
5C6n8wOV,GY,UK,56,14,0
iYDz7yaQ,NETS,US,47,30,1
MFfTBB0h,GY,US,11,49,0
ctWct862,TiMi,US,57,25,1
6SJsOlWq,GY,UK,91,16,1
1rKns3qF,Tencent,KR,96,30,1
jOSsey0g,NEXON,CN,70,33,1
5vwpTQGi,GY,US,78,35,1
LsbpBzb4,TiMi,KR,57,29,0
jb62BYqy,TiMi,UK,55,19,1
tJX7U16E,NEXON,CN,0,19,0
JC6RaMFj,NETS,CN,88,37,0
5UsDuEBU,TiMi,US,83,39,0
5b31Qo16,Tencent,CN,80,16,0
Nm7PAhUl,GY,UK,64,36,0
0TRk15HL,Tencent,US,85,48,0
mESTeRrd,TiMi,UK,44,15,1
HXBcyC8q,TiMi,US,72,13,0
Z29urWcp,Tencent,CN,42,39,1
TxXpz4HS,NEXON,US,87,50,0
sTsMCKs9,Tencent,US,51,33,0
SVOaf8Ag,NETS,CN,44,15,0
8MMeQm87,NEXON,US,54,42,0
QoyXreGz,NETS,US,50,38,0
xYZ365xu,Tencent,UK,74,44,0
LE5sqtdH,Tencent,UK,27,35,1
8DcXL02h,GY,KR,1,37,0
elwfTjiR,GY,CN,29,17,1
mo8e6Yun,NETS,US,28,24,1
uXAowMfr,GY,UK,83,13,1
5vOeomqz,GY,CN,0,13,0
7NFwEzbL,TiMi,US,75,49,1
xqarcrIG,Tencent,UK,45,35,0
huL38Ztl,TiMi,US,40,40,1
hbE3l3d8,GY,KR,0,49,0
wV5A5r4Y,TiMi,CN,18,36,1
iQUtM5Ir,NETS,CN,35,11,0
2BKSZLb0,Tencent,CN,3,16,0
z2IMJ1n2,NETS,US,21,30,0
vx8glI09,TiMi,UK,84,48,1
xCbWkqJK,NETS,US,94,15,0
t53vMibH,GY,UK,81,40,1
WJpgVLmr,GY,CN,61,35,0
cHFtlNIf,TiMi,KR,45,25,0
zf6Dju5f,Tencent,KR,28,46,0
ktIFW8M4,GY,US,32,12,0
tf9vuKtp,NETS,UK,37,20,0
1Z1gVHSI,NEXON,KR,11,21,0
8DoKQlxv,GY,US,80,18,0
Xa6MjeCt,NETS,US,18,16,0
v5qfdxZ6,Tencent,UK,98,12,1
tmk2hqcZ,TiMi,KR,19,34,1
baU4Fmtn,GY,KR,10,36,1
ho9x0b6h,GY,CN,13,50,1
44UNz7MO,NETS,CN,6,47,0
98wIZNGU,TiMi,KR,86,11,0
Z1lghzk7,TiMi,CN,2,24,1
XZb0BvcO,GY,US,0,16,0
uqh3h39U,TiMi,CN,12,13,0
aHOceZpQ,Tencent,CN,49,18,0
YZUalQYF,NETS,KR,38,17,1
KMVHgVnD,NETS,UK,7,29,0
4sVXss3u,NETS,US,39,14,0
VBIahKzH,NETS,KR,96,13,1
OaBCVXjk,Tencent,UK,41,37,1
BLBX6PRK,TiMi,KR,15,10,1
JqH8t5Dj,GY,UK,43,13,1
3kWimnaQ,TiMi,UK,4,45,0
ULGPdPbo,NETS,UK,16,38,1
hm9GAfjp,NEXON,CN,82,11,1
gzeEhLgU,TiMi,CN,36,14,0
GDE06UOh,GY,UK,72,24,0
UW9GmTWm,NEXON,CN,73,24,1
vq8SfxqL,GY,CN,34,13,0
5MhrFpmk,NETS,UK,3,44,1
9VLZbwER,TiMi,CN,88,29,0
mGuMoMEd,TiMi,UK,67,50,0
g1vKgwRb,GY,UK,40,40,0
vKiAVeVQ,GY,UK,34,35,1
jdUAfKee,TiMi,KR,67,47,0
Ele6Tk58,GY,KR,56,17,0
zEnKWVGv,TiMi,CN,20,29,0
1AloqH8L,TiMi,KR,80,27,1
9bpafq35,NETS,KR,31,38,1
sW8KRS7C,TiMi,KR,6,19,1
jMzF7juE,NEXON,UK,94,25,1
fLf9Dccc,NEXON,KR,72,38,1
9qm8Gx4F,NEXON,US,13,21,0
dnGS6BnK,NETS,UK,59,20,1
bdOCMBmE,NETS,US,10,43,1
dHAVJCCc,Tencent,KR,6,18,0
AyEJ66Ld,NEXON,UK,9,35,1
iNWgSUZw,TiMi,CN,40,50,0
AXLehRUR,TiMi,UK,21,27,1
AMFS1zr2,NETS,CN,34,28,0
XGBl1woF,NEXON,CN,28,14,1
bIktiV05,NETS,KR,20,14,1
2NbXyKw6,GY,KR,67,34,1
EpynuOkn,TiMi,UK,23,44,1
5jDBWk9J,NETS,KR,6,12,1
SgY26PHI,Tencent,KR,66,21,0
AthTdEoM,Tencent,US,46,45,0
aSFGB3xd,NETS,US,59,50,1
5iA5mWES,TiMi,CN,21,27,0
0u0nkS40,NETS,US,60,43,1
EuUZwY3V,NETS,US,23,50,0
XMCESsFy,NEXON,KR,95,16,1
4hSNWXUH,NETS,US,86,44,0
q55l73Zr,NEXON,KR,22,38,0
ktatZEAS,NETS,US,12,14,1
Ky3FymRj,NETS,KR,46,33,1
VnvaCofZ,Tencent,CN,42,29,0
8f8fW6y6,TiMi,KR,100,27,1
04zLc0Sr,TiMi,UK,26,22,1
G0EAZ9cL,TiMi,UK,60,24,1
Iq5PIdXT,GY,KR,6,12,1
n03pFUKz,GY,CN,47,42,0
UB00yaQP,NETS,UK,75,34,1
GRth3puC,NETS,CN,24,27,0
aH7KHdHJ,NEXON,KR,0,36,1
h9UWxiYq,NEXON,UK,82,17,0
BBcwAA4k,Tencent,KR,27,36,0
zw8HVrdy,NEXON,KR,37,18,0
3Ch1OQnb,NEXON,UK,29,33,0
KZ2eiOoy,TiMi,US,64,37,1
w88OQl1a,NETS,KR,29,40,0
Ky6R8yvM,NETS,UK,5,41,1
MEh4Ey2y,GY,UK,48,10,1
yMk9Y5PP,TiMi,KR,67,23,1
kWXSoiKC,GY,UK,59,14,1
GSM9tBEJ,Tencent,CN,26,35,0
1O2PyQyR,NEXON,US,73,37,1
feoeKtKK,NEXON,US,68,22,0
XZ4Gh3mt,GY,KR,53,24,1
C50jj4ss,NEXON,CN,47,21,0
yjeJsuE7,NEXON,CN,10,44,0
IJCeJvS7,GY,US,45,34,1
DuETMbLw,Tencent,US,96,24,1
3NDzCyxk,NETS,CN,16,30,0
VFqoRY2C,NEXON,KR,16,29,1
7RyBdxQd,Tencent,CN,99,29,1
kMgrlOir,GY,CN,32,13,1
uokwZOtg,GY,KR,19,46,0
2mvXNPis,TiMi,UK,54,11,0
ZwZC5lh5,TiMi,KR,84,20,0
43ZBmRQr,TiMi,US,45,44,0
xDy7uL0u,GY,US,83,30,0
GuvAqmCX,NEXON,CN,98,50,0
gEykGMy8,TiMi,CN,87,35,1
vipiUsVj,TiMi,UK,18,21,1
OpwaRDXG,NETS,UK,81,49,1
VPo3KhGN,GY,US,50,50,0
4qBkExIS,NETS,UK,25,14,0
yRANWLc2,Tencent,KR,70,33,1
LHAzY4OX,NETS,KR,74,11,1
GCR0GOzX,GY,CN,54,44,0
2RB4VA4J,NETS,KR,96,31,0
4cDxzOtO,Tencent,US,33,36,0
yyIfJvdH,NETS,US,100,48,0
kcb40PkR,Tencent,US,68,22,0
NJ9BHHVq,NETS,CN,12,20,0
ABFt9QIL,TiMi,US,26,13,1
Atn2O1XU,Tencent,US,25,25,1
HGh5yQSk,TiMi,US,7,50,1
DDdRJ4FX,NEXON,CN,33,29,1
Gk0rSghu,TiMi,CN,8,38,0
a1S4M4h3,Tencent,CN,32,21,1
gzwhMmJ0,Tencent,KR,44,16,0
vIAZ31nG,TiMi,US,72,39,0
Wr8LJA9y,GY,US,80,31,1
NczDQiNN,Tencent,US,71,48,1
tDoESuKz,GY,KR,16,25,1
pSkCzWeP,GY,UK,13,15,1
RylczXC7,Tencent,US,31,44,0
ZQzR6kam,Tencent,KR,39,10,0
IYESZDYu,TiMi,CN,9,45,0
Y6qAULqN,GY,US,49,22,0
jRa3qLDD,Tencent,UK,51,20,0
ck7bbVyY,GY,KR,35,11,0
DjgSLgok,GY,KR,92,41,1
9bf5LN03,GY,CN,16,29,0
0Y5oIVTq,GY,CN,91,30,0
HoSljJzA,TiMi,KR,29,10,1
1y9M5gX6,Tencent,KR,93,30,0
Bf2hhxtt,GY,KR,61,48,0
MwhU4M23,Tencent,CN,83,31,0
jgqjswFd,Tencent,KR,15,29,0
JzdmYZNb,TiMi,US,100,50,0
CbEiBt1u,NETS,US,82,35,0
43R7fGML,NETS,CN,21,18,0
zF0TDkC4,NETS,US,30,42,1
AVfIEN1m,NETS,CN,74,11,0
ttvKxL9e,Tencent,KR,72,46,1
O7EelvXA,GY,UK,54,47,0
ChO848kM,TiMi,KR,12,47,1
hStZxd6u,TiMi,UK,84,30,1
c361V9SX,TiMi,CN,50,19,0
YMh7852y,TiMi,US,77,19,1
YkITShJ6,TiMi,US,79,35,1
dIIxTD1G,TiMi,UK,50,19,1
0YyzLfgW,TiMi,US,53,50,1
qhLCyfB7,NEXON,CN,10,23,0
WDoaG80o,NEXON,US,93,11,1
3yBbCBBa,GY,UK,26,48,1
ia4DsBtu,GY,CN,56,23,0
tDWfRxCL,NETS,US,63,27,1
D2QsLfu7,TiMi,KR,99,11,1
mhRRx32r,NEXON,CN,87,22,0
G9aeYWeT,NETS,UK,75,43,1
m4CqStHc,TiMi,US,80,35,1
CuJU2ncp,GY,CN,41,39,1
4nOImylh,NEXON,UK,94,16,0
MEUfGXaz,TiMi,US,57,31,1
r8ZoXAi8,TiMi,UK,100,20,1
ST2Iq3yY,NEXON,CN,92,46,1
i0xwMlP6,GY,KR,29,31,1
V2SUDNSd,TiMi,US,90,43,1
29C2zUNg,TiMi,US,50,22,0
1xotOubS,GY,US,79,40,0
gKO2JKba,GY,CN,85,49,1
Xli9w90N,Tencent,US,34,29,1
CU3LywOA,TiMi,US,1,28,0
Y0AfLg5e,NEXON,CN,65,20,0
sW0GKKnH,GY,UK,10,25,0
Wn4rOuaU,GY,KR,21,17,1
THHAmFLA,NETS,CN,41,40,0
oeaLPVTM,TiMi,CN,5,34,1
pEiyrK12,Tencent,US,88,35,0
bLvYPJgM,NEXON,US,14,25,1
9qRmW1AW,NEXON,KR,26,42,1
kzEMrfqr,NETS,US,14,18,0
SvDtuEhF,NETS,US,32,31,1
qbI4c0uI,GY,KR,19,18,0
PqL5myWl,NETS,KR,10,21,1
YTnuI9qY,TiMi,CN,14,31,1
Y7KXcj0I,TiMi,US,72,46,0
pmRoDvhU,NETS,US,35,36,0
KxBxL9Qo,NETS,KR,93,42,0
ZQnz8680,TiMi,KR,47,31,0
GZMThygv,NEXON,CN,12,36,0
0DkhRTAb,GY,UK,86,14,1
x8aD39KX,TiMi,CN,21,44,0
iptnC6Mh,NEXON,UK,38,30,1
WeSTVYKx,GY,UK,35,22,1
QagJJNcd,Tencent,US,25,16,1
oTTy36rN,NEXON,UK,26,45,0
EgUArtc6,GY,KR,44,43,0
paQHu9oZ,Tencent,KR,0,21,0
qsgXkEaU,NETS,US,40,11,0
oejIO3lc,TiMi,CN,37,29,0
KsB4PRpM,GY,KR,32,17,1
dHpRwcbq,NETS,US,1,42,1
jRipvFGC,NETS,UK,70,31,1
D950dR0l,NETS,US,9,31,0
